Wavelength_nm,n_Glass,k_Glass,n_ITO,k_ITO,n_NiOx,k_NiOx,n_PVK,k_PVK,n_C60,k_C60,n_SnOx,k_SnOx,n_Ag,k_Ag
988,1.515,0.0,1.94191485030548,0.05225239434794295,2.107757136597418,0.2622151540859689,2.404235452453791,0.0,1.9997955616944953,0.0,1.8729922304288449,0.0,0.06863818158124131,7.065846718560181
989,1.515,0.0,1.9417876671128211,0.052264101395655495,2.107865572607687,0.2622151540859689,2.403577765249306,0.0,1.999654764260876,0.0,1.8729851700376436,0.0,0.0687320929277939,7.073538871765237
990,1.515,0.0,1.9416608691290953,0.05227571775134739,2.10797368018997,0.2622151540859689,2.4029220700296183,0.0,1.9995143932706259,0.0,1.8729781310307598,0.0,0.06882600000000001,7.081231000000001
991,1.515,0.0,1.941534454800258,0.05228724341501862,2.1080814606692404,0.2622151540859689,2.4022683587584845,0.0,1.9993744470033488,0.0,1.872971113321923,0.0,0.06891990025228686,7.088923110216421
992,1.515,0.0,1.9414084225800938,0.052298678386669205,2.108188915363797,0.2622151540859689,2.4016166234401446,0.0,1.9992349237473157,0.0,1.872964116825297,0.0,0.06901378972571251,7.0966152173746
993,1.515,0.0,1.941282770930169,0.05231002266629912,2.1082960455853046,0.2622151540859689,2.4009668561190813,0.0,1.9990958217994117,0.0,1.872957141455478,0.0,0.06910766410799266,7.104307338436676
994,1.515,0.0,1.941157498319784,0.05232127625390839,2.108402852638832,0.2622151540859689,2.400319048879773,0.0,1.9989571394650854,0.0,1.8729501871274916,0.0,0.06920151908684302,7.111999490364787
995,1.515,0.0,1.9410326032259277,0.052332439149496986,2.1085093378228943,0.2622151540859689,2.3996731938464553,0.0,1.9988188750582958,0.0,1.8729432537567898,0.0,0.06929535034997929,7.119691690121074
996,1.515,0.0,1.9409080841332313,0.05234351135306493,2.1086155024294904,0.2622151540859689,2.3990292831828794,0.0,1.998681026901462,0.0,1.8729363412592492,0.0,0.06938915358511726,7.127383954667676
997,1.515,0.0,1.9407839395339213,0.05235449286461221,2.108721347744144,0.2622151540859689,2.3983873090920786,0.0,1.9985435933254119,0.0,1.8729294495511681,0.0,0.06948292447997259,7.1350763009667295
998,1.515,0.0,1.940660167927774,0.05236538368413885,2.1088268750459407,0.2622151540859689,2.3977472638161275,0.0,1.9984065726693319,0.0,1.8729225785492634,0.0,0.069576658722261,7.142768745980373
999,1.515,0.0,1.9405367678220713,0.05237618381164482,2.1089320856075675,0.2622151540859689,2.3971091396359108,0.0,1.9982699632807164,0.0,1.8729157281706692,0.0,0.06967035199969825,7.150461306670752
1000,1.515,0.0,1.9404137377315547,0.05238689324713013,2.1090369806953517,0.2622151540859689,2.3964729288708884,0.0,1.9981337635153187,0.0,1.8729088983329334,0.0,0.06976400000000002,7.158154
1001,1.515,0.0,1.940291076178381,0.05239751199059479,2.109141561569298,0.2622151540859689,2.395838623878866,0.0,1.9979979717371001,0.0,1.872902088954016,0.0,0.06985760336982404,7.165846827970156
1002,1.515,0.0,1.940168781692077,0.052408040042038785,2.109245829483127,0.2622151540859689,2.3952062170557653,0.0,1.9978625863181827,0.0,1.8728952999522854,0.0,0.06995118259159587,7.173539732742855
1003,1.515,0.0,1.9400468528094974,0.052418477401462125,2.1093497856843126,0.2622151540859689,2.394575700835396,0.0,1.9977276056387991,0.0,1.8728885312465176,0.0,0.07004476310668309,7.1812326415196335
1004,1.515,0.0,1.9399252880747793,0.05242882406886481,2.109453431414119,0.2622151540859689,2.393947067689228,0.0,1.9975930280872445,0.0,1.872881782755892,0.0,0.07013837035645326,7.188925481502018
1005,1.515,0.0,1.939804086039299,0.052439080044246834,2.109556767907638,0.2622151540859689,2.3933203101261675,0.0,1.9974588520598284,0.0,1.8728750543999906,0.0,0.07023202978227394,7.196618179891546
1006,1.515,0.0,1.9396832452616295,0.05244924532760819,2.1096597963938266,0.2622151540859689,2.392695420692338,0.0,1.9973250759608272,0.0,1.872868346098795,0.0,0.07032576682551273,7.204310663889752
1007,1.515,0.0,1.9395627643074975,0.0524593199189489,2.1097625180955415,0.2622151540859689,2.3920723919708506,0.0,1.9971916982024365,0.0,1.8728616577726829,0.0,0.07041960692753717,7.212002860698168
1008,1.515,0.0,1.93944264174974,0.052469303818268954,2.1098649342295777,0.2622151540859689,2.391451216581589,0.0,1.9970587172047238,0.0,1.8728549893424278,0.0,0.0705135755297148,7.219694697518324
