family,Wavelength_nm,mean_deltaR_total,std_deltaR_total
front_roughness_nuisance,604.0,-0.00025026653545166664,0.0026464186399095383
front_roughness_nuisance,605.0,-0.0002530986692948333,0.0026053191214192627
front_roughness_nuisance,606.0,-0.0002551552848442334,0.002564730447131827
front_roughness_nuisance,607.0,-0.0002559040925005334,0.0025165261373562035
front_roughness_nuisance,608.0,-0.00025589173539776667,0.0024595473692775953
front_roughness_nuisance,609.0,-0.0002564237098379,0.0024073115656112424
front_roughness_nuisance,610.0,-0.0002579220515835333,0.0023684691853422804
front_roughness_nuisance,611.0,-0.0002598131133376666,0.0023366979727592573
front_roughness_nuisance,612.0,-0.0002615472266495001,0.002302318755138701
front_roughness_nuisance,613.0,-0.0002625963659959667,0.0022552388646187088
front_roughness_nuisance,614.0,-0.0002629326832785667,0.0021894571828331454
front_roughness_nuisance,615.0,-0.0002635416366270333,0.0021189897587616103
front_roughness_nuisance,616.0,-0.00026489739241656674,0.0020662421509465615
front_roughness_nuisance,617.0,-0.00026649256141563345,0.0020322404330773026
front_roughness_nuisance,618.0,-0.0002680864099303333,0.0019994769473919943
front_roughness_nuisance,619.0,-0.00026935916540899997,0.0019549879665192917
front_roughness_nuisance,620.0,-0.0002697655122280333,0.0018985847723284482
front_roughness_nuisance,621.0,-0.00026970770529746664,0.001839899663204595
front_roughness_nuisance,622.0,-0.0002699907274679667,0.001789798720913734
front_roughness_nuisance,623.0,-0.00027056918313083327,0.001749408784302253
front_roughness_nuisance,624.0,-0.0002710708029380334,0.001709278661389263
front_roughness_nuisance,625.0,-0.0002716436832187999,0.0016635399566199852
front_roughness_nuisance,626.0,-0.0002725767819714,0.0016177265800380815
front_roughness_nuisance,627.0,-0.0002738390085920667,0.0015778737208660373
front_roughness_nuisance,628.0,-0.00027544463753143337,0.0015390904194806329
front_roughness_nuisance,629.0,-0.0002773268502988666,0.001491407081053342
front_roughness_nuisance,630.0,-0.0002784834093629333,0.0014387710224023115
front_roughness_nuisance,631.0,-0.00027799179785203336,0.0014000428126163386
front_roughness_nuisance,632.0,-0.00027711723812963326,0.0013773839217159503
front_roughness_nuisance,633.0,-0.0002778499202184999,0.0013482959736503073
front_roughness_nuisance,634.0,-0.00027966858843060004,0.0013036574371517741
front_roughness_nuisance,635.0,-0.0002806731680040667,0.0012621112627929582
front_roughness_nuisance,636.0,-0.00028043305515103333,0.001235559853499031
front_roughness_nuisance,637.0,-0.00027996697695186666,0.0012123997123147504
front_roughness_nuisance,638.0,-0.0002801759200543,0.0011834922425735758
front_roughness_nuisance,639.0,-0.0002811575772969,0.0011529767660204025
front_roughness_nuisance,640.0,-0.0002821585220638667,0.0011254208742446162
front_roughness_nuisance,641.0,-0.00028237491465086666,0.0011003211836116923
front_roughness_nuisance,642.0,-0.00028217746259246666,0.0010762640011302983
front_roughness_nuisance,643.0,-0.00028252001744039995,0.0010544933067396173
front_roughness_nuisance,644.0,-0.000283008351484,0.001037887845086261
front_roughness_nuisance,645.0,-0.0002823251916046,0.0010257285641630744
front_roughness_nuisance,646.0,-0.00028051497944883334,0.001013612601474964
front_roughness_nuisance,647.0,-0.00027889027303666663,0.0010007833888595761
front_roughness_nuisance,648.0,-0.0002777983710629333,0.0009904509027736344
front_roughness_nuisance,649.0,-0.0002764726279179,0.0009832857856117143
front_roughness_nuisance,650.0,-0.00027487795925653334,0.0009757413675731373
front_roughness_nuisance,651.0,-0.0002738404110407,0.0009660072007745368
front_roughness_nuisance,652.0,-0.0002735282052294333,0.000956137079037257
front_roughness_nuisance,653.0,-0.0002728541466755,0.0009487682721694409
front_roughness_nuisance,654.0,-0.0002709986570785,0.0009441926493983898
front_roughness_nuisance,655.0,-0.0002684591847661,0.0009402275949712508
front_roughness_nuisance,656.0,-0.00026606167769393336,0.0009352077298997217
front_roughness_nuisance,657.0,-0.00026396925345096667,0.0009295849496230214
front_roughness_nuisance,658.0,-0.0002617915971814,0.0009242271250129686
front_roughness_nuisance,659.0,-0.00025911049365856667,0.0009184876700431983
front_roughness_nuisance,660.0,-0.00025581485799570003,0.0009112799692115261
front_roughness_nuisance,661.0,-0.0002525715388971667,0.0009023162594320016
front_roughness_nuisance,662.0,-0.00025054391710216666,0.0008933037953250578
front_roughness_nuisance,663.0,-0.0002492555444663333,0.0008859670720432639
front_roughness_nuisance,664.0,-0.00024625735821299995,0.0008774108199672665
front_roughness_nuisance,665.0,-0.00024103885574276667,0.0008621677467384974
front_roughness_nuisance,666.0,-0.00023653458039276667,0.0008431740985344731
front_roughness_nuisance,667.0,-0.0002342779522718,0.0008282385114660911
front_roughness_nuisance,668.0,-0.00023227273106096667,0.0008139130826773615
front_roughness_nuisance,669.0,-0.0002288644861372,0.0007927299272457824
front_roughness_nuisance,670.0,-0.00022457781608076666,0.0007648395278123943
front_roughness_nuisance,671.0,-0.00022018960975286666,0.0007359235251696932
front_roughness_nuisance,672.0,-0.00021641231648443333,0.0007118381881873845
front_roughness_nuisance,673.0,-0.00021395025756510005,0.0006919011519996001
front_roughness_nuisance,674.0,-0.00021152199137873333,0.0006622174439476635
front_roughness_nuisance,675.0,-0.0002070278162252,0.0006132853762964321
front_roughness_nuisance,676.0,-0.00020153356384283334,0.000558830386882373
front_roughness_nuisance,677.0,-0.00019756368435330001,0.0005214426031337786
front_roughness_nuisance,678.0,-0.00019455634821049998,0.0004945998649866033
front_roughness_nuisance,679.0,-0.00019027712675003333,0.0004461151496890189
front_roughness_nuisance,680.0,-0.00018556002515300002,0.00037294712072679064
front_roughness_nuisance,681.0,-0.00018233445131700987,0.0003090664557117679
front_roughness_nuisance,682.0,-0.00017982497600295248,0.0002673718151282048
front_roughness_nuisance,683.0,-0.00017708208748323554,0.0002342716582408855
front_roughness_nuisance,684.0,-0.00017488151732197396,0.00019780347690267182
front_roughness_nuisance,685.0,-0.00017291233149706667,0.0001520048049700973
front_roughness_nuisance,686.0,-0.00016958347153410002,0.00011992756585823704
front_roughness_nuisance,687.0,-0.00016553037644770002,0.00014612040421497845
front_roughness_nuisance,688.0,-0.00016303930006569234,0.00018902997450350126
front_roughness_nuisance,689.0,-0.00016242435948156346,0.00022844432373249246
front_roughness_nuisance,690.0,-0.00016136599566826917,0.00028552620147314224
front_roughness_nuisance,691.0,-0.00015873085223830002,0.0003656120262317549
front_roughness_nuisance,692.0,-0.00015623304009063335,0.0004495435721906567
front_roughness_nuisance,693.0,-0.00015553731411113332,0.0005190034228132028
front_roughness_nuisance,694.0,-0.00015575601150433332,0.0005801274815937319
front_roughness_nuisance,695.0,-0.00015551124329983332,0.0006478789364262524
front_roughness_nuisance,696.0,-0.00015491144692286664,0.0007226763567203586
front_roughness_nuisance,697.0,-0.0001546015482186667,0.0007958021309786044
front_roughness_nuisance,698.0,-0.0001547101092848333,0.0008636441282642513
front_roughness_nuisance,699.0,-0.00015509834037263332,0.0009288508897333008
front_roughness_nuisance,700.0,-0.00015573133520883336,0.0009949316166514273
front_roughness_nuisance,701.0,-0.00015649525625510002,0.0010606170166680652
front_roughness_nuisance,702.0,-0.00015716741904396665,0.0011169546924697548
front_roughness_nuisance,703.0,-0.0001579722742756,0.0011566323920849451
front_roughness_nuisance,704.0,-0.00015960610597453334,0.0011885476831778239
front_roughness_nuisance,705.0,-0.00016198047195500006,0.0012262751415016227
front_roughness_nuisance,706.0,-0.00016403099526073332,0.001268781372371478
front_roughness_nuisance,707.0,-0.0001652112131564667,0.0013117986492449728
front_roughness_nuisance,708.0,-0.00016623483554753334,0.0013524374748123695
front_roughness_nuisance,709.0,-0.00016796760922196662,0.0013813719337084451
front_roughness_nuisance,710.0,-0.00017021721856519994,0.0013907312371304952
front_roughness_nuisance,711.0,-0.00017235726152976666,0.0013931647225278805
front_roughness_nuisance,712.0,-0.00017429293081830006,0.0014042251045708718
front_roughness_nuisance,713.0,-0.00017622720241739997,0.001421374512288846
front_roughness_nuisance,714.0,-0.00017823143562896676,0.0014353634301919483
front_roughness_nuisance,715.0,-0.00018023830088410007,0.0014393820604308744
front_roughness_nuisance,716.0,-0.00018211199350203337,0.0014287072846913245
front_roughness_nuisance,717.0,-0.00018375732456056668,0.0014062228920946995
front_roughness_nuisance,718.0,-0.00018523911775686664,0.0013789134083825505
front_roughness_nuisance,719.0,-0.00018664589802823333,0.0013475459022933324
front_roughness_nuisance,720.0,-0.00018790908903133338,0.0013136023118200427
front_roughness_nuisance,721.0,-0.00018892729415116664,0.001287833066096475
front_roughness_nuisance,722.0,-0.00018972128076703336,0.0012700275707607951
front_roughness_nuisance,723.0,-0.00019041247663639996,0.0012367634651650676
front_roughness_nuisance,724.0,-0.00019115917674653333,0.0011815012174467257
front_roughness_nuisance,725.0,-0.00019212820310069998,0.001135103883179205
front_roughness_nuisance,726.0,-0.0001930090813724667,0.0011113301435609951
front_roughness_nuisance,727.0,-0.00019299862636473338,0.0010799839430769387
front_roughness_nuisance,728.0,-0.00019228811862056667,0.00102605761227832
front_roughness_nuisance,729.0,-0.00019169924536973336,0.0009687496362443426
front_roughness_nuisance,730.0,-0.00019139380392693334,0.0009196071843900558
front_roughness_nuisance,731.0,-0.00019089574359696662,0.0008710597216185889
front_roughness_nuisance,732.0,-0.0001899714293225,0.0008160439916756209
front_roughness_nuisance,733.0,-0.00018904037264783332,0.0007640815159039111
front_roughness_nuisance,734.0,-0.00018851503709986666,0.0007291159229087993
front_roughness_nuisance,735.0,-0.0001876871820213333,0.0006989113596683652
front_roughness_nuisance,736.0,-0.00018544314741626667,0.0006444961888129681
front_roughness_nuisance,737.0,-0.00018221909750706664,0.0005708404976022611
front_roughness_nuisance,738.0,-0.00017981779879803336,0.0005130591743676011
front_roughness_nuisance,739.0,-0.00017887734974009997,0.00048250581615766114
front_roughness_nuisance,740.0,-0.00017818319284923335,0.0004590582849532847
front_roughness_nuisance,741.0,-0.00017588201425133336,0.0004146928010420015
front_roughness_nuisance,742.0,-0.00017406929493386664,0.0003745096757956833
front_roughness_nuisance,743.0,-0.00017276930720980002,0.00033716597824091395
front_roughness_nuisance,744.0,-0.00017201322271901464,0.00030149447744202577
front_roughness_nuisance,745.0,-0.00017184170540383503,0.00026652465265988867
front_roughness_nuisance,746.0,-0.0001723073504238913,0.000231591829435791
front_roughness_nuisance,747.0,-0.00017347705391010677,0.00019666033050263164
front_roughness_nuisance,748.0,-0.0001754343255158,0.000163216120065865
front_roughness_nuisance,749.0,-0.00017828147298753333,0.00013655644074779213
front_roughness_nuisance,750.0,-0.00018214148358923333,0.00012908406828689023
front_roughness_nuisance,751.0,-0.0001871592922571,0.00015420181617631208
front_roughness_nuisance,752.0,-0.00019350194798993504,0.00021118553216527397
front_roughness_nuisance,753.0,-0.0002013569847443606,0.0002927789177894607
front_roughness_nuisance,754.0,-0.00021092807006253334,0.0003953200564967871
front_roughness_nuisance,755.0,-0.00022242672596486666,0.0005182170051897379
front_roughness_nuisance,756.0,-0.0002360587482057667,0.0006621577779121639
front_roughness_nuisance,757.0,-0.00025200392187366664,0.0008281247206155225
front_roughness_nuisance,758.0,-0.00027038794298156666,0.0010167953920032754
front_roughness_nuisance,759.0,-0.0002912463346958,0.0012280443472281976
front_roughness_nuisance,760.0,-0.0003144818594890334,0.0014604441623288164
front_roughness_nuisance,761.0,-0.00033981968535096667,0.0017107603909918177
front_roughness_nuisance,762.0,-0.0003667683516185333,0.001973501510007266
front_roughness_nuisance,763.0,-0.0003945989008390333,0.002240643401134056
front_roughness_nuisance,764.0,-0.0004223580819784333,0.002501690414645375
front_roughness_nuisance,765.0,-0.0004489321087891667,0.0027442455149801885
front_roughness_nuisance,766.0,-0.00047317237370816684,0.002955213944473568
front_roughness_nuisance,767.0,-0.0004940817101942666,0.0031226441601841185
front_roughness_nuisance,768.0,-0.0005110396537906666,0.003238027625409
front_roughness_nuisance,769.0,-0.0005240221473552333,0.0032986794708119976
front_roughness_nuisance,770.0,-0.0005337538934071999,0.0033096740765373067
front_roughness_nuisance,771.0,-0.0005417302497102667,0.003284781256935017
front_roughness_nuisance,772.0,-0.0005500670638573334,0.0032459757861163126
front_roughness_nuisance,773.0,-0.0005611799805970001,0.003221362073164129
front_roughness_nuisance,774.0,-0.0005773491990883,0.003241713423899603
front_roughness_nuisance,775.0,-0.0006002738159636667,0.0033361830488536763
front_roughness_nuisance,776.0,-0.0006307444297109999,0.0035280103613383493
front_roughness_nuisance,777.0,-0.000668552460088,0.003831135920756935
front_roughness_nuisance,778.0,-0.0007126278956274667,0.004257035841826251
front_roughness_nuisance,779.0,-0.0007618160153450001,0.004779124393515766
front_roughness_nuisance,780.0,-0.0008157412871533,0.005387813631826654
front_roughness_nuisance,781.0,-0.0008719637006622004,0.006067040262354801
front_roughness_nuisance,782.0,-0.0009280540750578999,0.006796132832931636
front_roughness_nuisance,783.0,-0.0009834218349786667,0.007574816387291615
front_roughness_nuisance,784.0,-0.0010373870603640333,0.008402134987148206
front_roughness_nuisance,785.0,-0.0010891823835144337,0.009276354133243526
front_roughness_nuisance,786.0,-0.0011379589529608668,0.010194869113177893
front_roughness_nuisance,787.0,-0.0011827971803239669,0.011154124753556227
front_roughness_nuisance,788.0,-0.0012227228525663995,0.01214955293360851
front_roughness_nuisance,789.0,-0.0012567289325859665,0.0131755345342815
front_roughness_nuisance,790.0,-0.0012838030334194998,0.014225392556963782
front_roughness_nuisance,791.0,-0.0013029600678146,0.015291422253153074
front_roughness_nuisance,792.0,-0.0013132790815735332,0.016364962714225533
front_roughness_nuisance,793.0,-0.0013139428899459338,0.017436516163769976
front_roughness_nuisance,794.0,-0.0013042782636869335,0.018495912868350235
front_roughness_nuisance,795.0,-0.0012837942023341323,0.019532519421960486
front_roughness_nuisance,796.0,-0.0012522155825326678,0.02053548487682559
front_roughness_nuisance,797.0,-0.0012095094559560666,0.0214940156479018
front_roughness_nuisance,798.0,-0.0011559015449369655,0.022397667013092707
front_roughness_nuisance,799.0,-0.0010918810622484998,0.023236636863958982
front_roughness_nuisance,800.0,-0.0010181928011206674,0.024002046223943484
front_roughness_nuisance,801.0,-0.0009358164447210993,0.024686191216077333
front_roughness_nuisance,802.0,-0.0008459340821179671,0.02528275263110501
front_roughness_nuisance,803.0,-0.000749887945567867,0.02578695094606951
front_roughness_nuisance,804.0,-0.0006491311460379012,0.026195640133000502
front_roughness_nuisance,805.0,-0.0005451747108217326,0.026507337124584893
front_roughness_nuisance,806.0,-0.000439534366356166,0.02672218787360741
front_roughness_nuisance,807.0,-0.0003336803412553324,0.026841875252941603
front_roughness_nuisance,808.0,-0.00022899298404149837,0.026869477591246443
front_roughness_nuisance,809.0,-0.00012672628658140042,0.02680928888153699
front_roughness_nuisance,810.0,-2.7980580096500136e-05,0.02666661282678888
front_roughness_nuisance,811.0,6.631513559976719e-05,0.026447543405337955
front_roughness_nuisance,812.0,0.0001554115369509316,0.02615874318255392
front_roughness_nuisance,813.0,0.0002387388776172658,0.02580723093284081
front_roughness_nuisance,814.0,0.0003158997914967654,0.025400185322043828
front_roughness_nuisance,815.0,0.0003866565349521997,0.024944770841964115
front_roughness_nuisance,816.0,0.0004509142869077003,0.024447989703383296
front_roughness_nuisance,817.0,0.0005087020455027668,0.023916561230562315
front_roughness_nuisance,818.0,0.0005601524841763334,0.023356828778472612
front_roughness_nuisance,819.0,0.0006054819014782003,0.022774692538600316
front_roughness_nuisance,820.0,0.0006449711345754665,0.022175565912096965
front_roughness_nuisance,821.0,0.000678948054557067,0.02156435231087498
front_roughness_nuisance,822.0,0.0007077720268540005,0.02094543901229255
front_roughness_nuisance,823.0,0.0007318205349322327,0.02032270545873876
front_roughness_nuisance,824.0,0.0007514780010259998,0.019699542119357184
front_roughness_nuisance,825.0,0.0007671267198924662,0.019078877075336405
front_roughness_nuisance,826.0,0.0007791397483893336,0.018463208043076
front_roughness_nuisance,827.0,0.0007878755413774004,0.017854637549788954
front_roughness_nuisance,828.0,0.0007936741043013338,0.017254909683080816
front_roughness_nuisance,829.0,0.0007968544288551675,0.01666544698019919
front_roughness_nuisance,830.0,0.0007977129826604,0.0160873863925567
front_roughness_nuisance,831.0,0.0007965230594552004,0.015521614021786334
front_roughness_nuisance,832.0,0.0007935348115481004,0.014968798301747726
front_roughness_nuisance,833.0,0.0007889757240079343,0.014429418538178135
front_roughness_nuisance,834.0,0.0007830514731408342,0.013903791703078582
front_roughness_nuisance,835.0,0.0007759470493123004,0.01339209698040843
front_roughness_nuisance,836.0,0.0007678280422246329,0.01289439766817584
front_roughness_nuisance,837.0,0.0007588420182912999,0.012410660645184193
front_roughness_nuisance,838.0,0.0007491199317582667,0.011940773436481516
front_roughness_nuisance,839.0,0.0007387775297234995,0.011484559162338316
front_roughness_nuisance,840.0,0.0007279167189330332,0.011041789486353901
front_roughness_nuisance,841.0,0.0007166268646355001,0.010612195579281381
front_roughness_nuisance,842.0,0.0007049860018686996,0.010195477171906907
front_roughness_nuisance,843.0,0.0006930620089346332,0.009791311348818553
front_roughness_nuisance,844.0,0.0006809136813369001,0.009399359704309506
front_roughness_nuisance,845.0,0.0006685917060537,0.00901927409628336
front_roughness_nuisance,846.0,0.0006561395520167003,0.0086507015120997
front_roughness_nuisance,847.0,0.0006435942764456334,0.008293288094192334
front_roughness_nuisance,848.0,0.0006309872524161998,0.00794668245802291
front_roughness_nuisance,849.0,0.0006183448218318668,0.007610538393308845
front_roughness_nuisance,850.0,0.0006056888805245336,0.007284517066670625
front_roughness_nuisance,851.0,0.0005930374013827332,0.0069682888102817146
front_roughness_nuisance,852.0,0.0005804049028812335,0.00666153460219158
front_roughness_nuisance,853.0,0.0005678028553475668,0.006363947025796217
front_roughness_nuisance,854.0,0.0005552400432093334,0.006075231054456881
front_roughness_nuisance,855.0,0.0005427228858286337,0.005795104654342093
front_roughness_nuisance,856.0,0.0005302557204249001,0.005523299220344599
front_roughness_nuisance,857.0,0.0005178410499461,0.0052595598561144714
front_roughness_nuisance,858.0,0.0005054797606004,0.005003645545253439
front_roughness_nuisance,859.0,0.000493171311751,0.004755329226987718
front_roughness_nuisance,860.0,0.00048091390155693335,0.00451439779950022
front_roughness_nuisance,861.0,0.0004687046114341999,0.004280652071980645
front_roughness_nuisance,862.0,0.00045653952929589997,0.004053906633617361
front_roughness_nuisance,863.0,0.0004444138594189668,0.003833989781931859
front_roughness_nuisance,864.0,0.00043232201358596673,0.0036207433597388776
front_roughness_nuisance,865.0,0.0004202576921460666,0.0034140226264330596
front_roughness_nuisance,866.0,0.0004082139518487668,0.0032136960985296287
front_roughness_nuisance,867.0,0.0003961832632180001,0.003019645391481946
front_roughness_nuisance,868.0,0.00038415756014006686,0.0028317650829412307
front_roughness_nuisance,869.0,0.00037212828084926664,0.002649962574927768
front_roughness_nuisance,870.0,0.00036008640265116666,0.002474157975481136
front_roughness_nuisance,871.0,0.0003480224704031333,0.002304284002179172
front_roughness_nuisance,872.0,0.00033592662049489994,0.00214028592689406
front_roughness_nuisance,873.0,0.00032378860174346667,0.001982121472017404
front_roughness_nuisance,874.0,0.0003115977923993667,0.0018297607474069362
front_roughness_nuisance,875.0,0.00029934321340533337,0.0016831862037416316
front_roughness_nuisance,876.0,0.0002870135411187334,0.0015423926160598293
front_roughness_nuisance,877.0,0.0002745971172504666,0.0014073870627012962
front_roughness_nuisance,878.0,0.0002620819591704,0.0012781889223578821
front_roughness_nuisance,879.0,0.0002494557695274999,0.0011548298634835184
front_roughness_nuisance,880.0,0.00023670594738586665,0.0010373538315306696
front_roughness_nuisance,881.0,0.00022381959855379997,0.0009258169897562788
front_roughness_nuisance,882.0,0.00021078354885609998,0.0008202876180151574
front_roughness_nuisance,883.0,0.00019758435986693334,0.0007208459430283185
front_roughness_nuisance,884.0,0.00018420834875810003,0.0006275838208790674
front_roughness_nuisance,885.0,0.00017064161178330004,0.0005406041726786345
front_roughness_nuisance,886.0,0.00015687005214206666,0.0004600200212239005
front_roughness_nuisance,887.0,0.00014287941371919998,0.00038595286439906253
front_roughness_nuisance,888.0,0.0001286553218663,0.0003185299252071448
front_roughness_nuisance,889.0,0.00011418333086,0.00025787947718885606
front_roughness_nuisance,890.0,9.944898021010934e-05,0.00020412293532424185
front_roughness_nuisance,891.0,8.443785704736123e-05,0.00015736181149192236
front_roughness_nuisance,892.0,6.913566162232243e-05,0.00011765832330109533
front_roughness_nuisance,893.0,5.3528298982056235e-05,8.501724136027755e-05
front_roughness_nuisance,894.0,3.760198049874434e-05,5.942366629702238e-05
front_roughness_nuisance,895.0,2.1343336506200277e-05,4.118221092925426e-05
front_roughness_nuisance,896.0,4.73954313336596e-06,3.208263523202503e-05
front_roughness_nuisance,897.0,-1.2221535580484813e-05,3.526001745857111e-05
front_roughness_nuisance,898.0,-2.955114084031892e-05,5.000774712728112e-05
front_roughness_nuisance,899.0,-4.720159167007478e-05,7.3853388075881e-05
front_roughness_nuisance,900.0,-6.51879755579825e-05,0.00010626282079448068
front_roughness_nuisance,901.0,-8.352693321042327e-05,0.00014758975798800992
front_roughness_nuisance,902.0,-0.00010223024355329305,0.00019830383302701812
front_roughness_nuisance,903.0,-0.00012131046107990001,0.00025883633772356783
front_roughness_nuisance,904.0,-0.00014082737600183332,0.0003297812825320093
front_roughness_nuisance,905.0,-0.00016078369090096665,0.0004115683705375656
front_roughness_nuisance,906.0,-0.0001813894930299,0.0005058938839083606
front_roughness_nuisance,907.0,-0.00020240000008713333,0.0006120768711474081
front_roughness_nuisance,908.0,-0.00022380610324563337,0.0007304740507088974
front_roughness_nuisance,909.0,-0.00024559501086713335,0.0008614279588628956
front_roughness_nuisance,910.0,-0.00026774991851363333,0.001005265927970566
front_roughness_nuisance,911.0,-0.0002902496849805,0.0011622978680839464
front_roughness_nuisance,912.0,-0.0003130685246745333,0.0013328132594696614
front_roughness_nuisance,913.0,-0.00033617569700090006,0.0015170774277595146
front_roughness_nuisance,914.0,-0.0003595352234555666,0.0017153273708015299
front_roughness_nuisance,915.0,-0.0003831056388629666,0.0019277672427786394
front_roughness_nuisance,916.0,-0.00040683978267973324,0.0021545635674894486
front_roughness_nuisance,917.0,-0.0004306846397033333,0.002395840260632521
front_roughness_nuisance,918.0,-0.00045458123975839995,0.0026516735403406878
front_roughness_nuisance,919.0,-0.00047846462601110006,0.0029220868084975835
front_roughness_nuisance,920.0,-0.0005022639012809334,0.003207045590747404
front_roughness_nuisance,921.0,-0.0005259023595851667,0.003506452611598587
front_roughness_nuisance,922.0,-0.0005492977091827335,0.0038201430790655005
front_roughness_nuisance,923.0,-0.0005723624064444,0.004147880425038261
front_roughness_nuisance,924.0,-0.0005950040931638669,0.004489352486524122
front_roughness_nuisance,925.0,-0.0006171261415460998,0.004844168244180727
front_roughness_nuisance,926.0,-0.0006386283089588335,0.005211855240347093
front_roughness_nuisance,927.0,-0.0006594075002660668,0.005591857778432406
front_roughness_nuisance,928.0,-0.0006793586326447332,0.0059835359976562474
front_roughness_nuisance,929.0,-0.0006983755947307003,0.006386165905893343
front_roughness_nuisance,930.0,-0.0007163522887811668,0.006798940438924588
front_roughness_nuisance,931.0,-0.0007331837426440996,0.007220971627328043
front_roughness_nuisance,932.0,-0.0007487672747245663,0.0076512939362396015
front_roughness_nuisance,933.0,-0.0007630036830466666,0.00808886853846388
front_roughness_nuisance,934.0,-0.0007757984474076664,0.008532588738378956
front_roughness_nuisance,935.0,-0.0007870629193443666,0.008981286481719312
front_roughness_nuisance,936.0,-0.0007967154743897664,0.009433739855021267
front_roughness_nuisance,937.0,-0.0008046826022532998,0.009888681483300146
front_roughness_nuisance,938.0,-0.0008108999111550667,0.010344807711497863
front_roughness_nuisance,939.0,-0.0008153130240283,0.01080078843486707
front_roughness_nuisance,940.0,-0.0008178783463992668,0.01125527742624219
front_roughness_nuisance,941.0,-0.000818563688739333,0.011706922897265331
front_roughness_nuisance,942.0,-0.000817348732808767,0.012154378030046504
front_roughness_nuisance,943.0,-0.000814225330715033,0.0125963120875448
front_roughness_nuisance,944.0,-0.0008091976238820004,0.01303142112616984
front_roughness_nuisance,945.0,-0.000802281984538533,0.0134584382385499
front_roughness_nuisance,946.0,-0.0007935067835296341,0.013876143263266732
front_roughness_nuisance,947.0,-0.0007829119917152003,0.014283371814002929
front_roughness_nuisance,948.0,-0.0007705486260934993,0.014679023498461105
front_roughness_nuisance,949.0,-0.0007564780552095663,0.015062069218266836
front_roughness_nuisance,950.0,-0.0007407711812493327,0.015431557463882029
front_roughness_nuisance,951.0,-0.0007235075139673993,0.01578661963094336
front_roughness_nuisance,952.0,-0.0007047741501773329,0.016126474378435347
front_roughness_nuisance,953.0,-0.0006846647176816991,0.016450430312516754
front_roughness_nuisance,954.0,-0.0006632782768497339,0.01675788778086948
front_roughness_nuisance,955.0,-0.0006407182016200004,0.017048339687869746
front_roughness_nuisance,956.0,-0.0006170910639653008,0.017321371284944036
front_roughness_nuisance,957.0,-0.0005925055406958667,0.01757665900204784
front_roughness_nuisance,958.0,-0.000567071359539633,0.01781396839939534
front_roughness_nuisance,959.0,-0.0005408982991577325,0.018033151328913952
front_roughness_nuisance,960.0,-0.0005140952554255999,0.018234142402133866
front_roughness_nuisance,961.0,-0.0004867693842452991,0.018416954863850032
front_roughness_nuisance,962.0,-0.0004590253287552667,0.018581675974922388
front_roughness_nuisance,963.0,-0.0004309645317586326,0.0187284620192667
front_roughness_nuisance,964.0,-0.0004026846399424339,0.018857533014474775
front_roughness_nuisance,965.0,-0.00037427900002633363,0.018969167224930184
front_roughness_nuisance,966.0,-0.0003458362450994336,0.019063695567526035
front_roughness_nuisance,967.0,-0.00031743996827693355,0.019141495990332134
front_roughness_nuisance,968.0,-0.000289168479520033,0.01920298789635163
front_roughness_nuisance,969.0,-0.000261094640399067,0.019248626675868057
front_roughness_nuisance,970.0,-0.000233285770771266,0.019278898401978023
front_roughness_nuisance,971.0,-0.00020580362310023323,0.01929431473132847
front_roughness_nuisance,972.0,-0.0001787044195760007,0.01929540805305265
front_roughness_nuisance,973.0,-0.00015203892685683335,0.019282726941984463
front_roughness_nuisance,974.0,-0.0001258525799587342,0.019256831885590457
front_roughness_nuisance,975.0,-0.00010018564612053356,0.019218291315978703
front_roughness_nuisance,976.0,-7.507341982146767e-05,0.019167677961694957
front_roughness_nuisance,977.0,-5.0546442785567164e-05,0.01910556552216361
front_roughness_nuisance,978.0,-2.663074328359989e-05,0.019032525662835167
front_roughness_nuisance,979.0,-3.348089488300112e-06,0.018949125325048014
front_roughness_nuisance,980.0,1.9283747812300078e-05,0.018855924341200897
front_roughness_nuisance,981.0,4.1250727754500956e-05,0.018753473343817908
front_roughness_nuisance,982.0,6.254227120533241e-05,0.01864231195338751
front_roughness_nuisance,983.0,8.315099172130057e-05,0.018522967224149475
front_roughness_nuisance,984.0,0.00010307243179513356,0.01839595234003227
front_roughness_nuisance,985.0,0.00012230480615599976,0.018261765540227837
front_roughness_nuisance,986.0,0.00014084875352180065,0.018120889255351984
front_roughness_nuisance,987.0,0.00015870709824826698,0.01797378943626502
front_roughness_nuisance,988.0,0.00017588462297733407,0.017820915057884683
front_roughness_nuisance,989.0,0.00019238785309773238,0.017662697780832997
front_roughness_nuisance,990.0,0.00020822485354349968,0.01749955175434955
front_roughness_nuisance,991.0,0.00022340503832816647,0.017331873545057275
front_roughness_nuisance,992.0,0.00023793899299560015,0.017160042176671813
front_roughness_nuisance,993.0,0.000251838309189633,0.01698441926419783
front_roughness_nuisance,994.0,0.0002651154319291994,0.01680534923298087
front_roughness_nuisance,995.0,0.0002777835191405999,0.016623159609786664
front_roughness_nuisance,996.0,0.000289856312971967,0.016438161374463137
front_roughness_nuisance,997.0,0.0003013480223901001,0.016250649362100245
front_roughness_nuisance,998.0,0.0003122732165567338,0.016060902706545366
front_roughness_nuisance,999.0,0.00032264672840840006,0.015869185317027704
front_roughness_nuisance,1000.0,0.00033248356786673314,0.01567574638049248
