d_PVK_nm,thickness_scan_cost
820.0,0.03947274474518986
821.0,0.03946542363295685
822.0,0.03945780777283143
823.0,0.03944991671533722
824.0,0.039441770420860146
825.0,0.0394333892089812
826.0,0.03942479370733141
827.0,0.03941600480012989
828.0,0.03940704357656561
829.0,0.03939793127918282
830.0,0.03938868925242843
831.0,0.0393793388915169
832.0,0.03936990159176541
833.0,0.03936039869854776
834.0,0.03935085145801122
835.0,0.03934128096869497
836.0,0.03933170813418326
837.0,0.039322153616919736
838.0,0.03931263779330289
839.0,0.03930318071017507
840.0,0.03929380204280979
841.0,0.03928452105449452
842.0,0.03927535655779734
843.0,0.039266326877597985
844.0,0.03925744981595497
845.0,0.03924874261887194
846.0,0.03924022194501772
847.0,0.039231903836446126
848.0,0.03922380369135274
849.0,0.03921593623889788
850.0,0.039208315516116435
851.0,0.03920095484692745
852.0,0.03919386682324865
853.0,0.03918706328821347
854.0,0.03918055532148139
855.0,0.039174353226625186
856.0,0.03916846652057284
857.0,0.039162903925075564
858.0,0.039157673360167865
859.0,0.03915278193958059
860.0,0.039148235968063154
861.0,0.03914404094056673
862.0,0.039140201543236774
863.0,0.03913672165615931
864.0,0.03913360435780297
865.0,0.039130851931095965
866.0,0.03912846587107524
867.0,0.03912644689404307
868.0,0.039124794948165446
869.0,0.039123509225445205
870.0,0.03912258817500266
871.0,0.03912202951759579
872.0,0.039121830261312524
873.0,0.039121986718367446
874.0,0.039122494522936486
875.0,0.039123348649963204
876.0,0.03912454343487198
877.0,0.039126072594124255
878.0,0.03912792924655535
879.0,0.03913010593543133
880.0,0.039132594651166294
881.0,0.03913538685464292
882.0,0.039138473501080656
883.0,0.0391418450643974
884.0,0.03914549156201339
885.0,0.03914940258004662
886.0,0.03915356729885233
887.0,0.03915797451885991
888.0,0.039162612686663156
889.0,0.039167469921320974
890.0,0.03917253404082786
891.0,0.03917779258871476
892.0,0.03918323286074257
893.0,0.039188841931651903
894.0,0.03919460668193402
895.0,0.0392005138245893
896.0,0.03920654993184011
897.0,0.03921270146176662
898.0,0.039218954784834094
899.0,0.039225296210281806
900.0,0.03923171201234323
901.0,0.03923818845626868
902.0,0.0392447118241209
903.0,0.03925126844031515
904.0,0.039257844696874676
905.0,0.03926442707837312
906.0,0.03927100218653482
907.0,0.03927755676446412
908.0,0.03928407772047435
909.0,0.03929055215148698
910.0,0.039296967365971165
911.0,0.03930331090639325
912.0,0.03930957057114596
913.0,0.03931573443592598
914.0,0.03932179087452902
915.0,0.03932772857903037
916.0,0.03933353657931941
917.0,0.03933920426195579
918.0,0.03934472138831528
919.0,0.03935007811199286
920.0,0.03935526499543121
921.0,0.039360273025742326
922.0,0.03936509362969105
923.0,0.03936971868780899
924.0,0.03937414054760857
925.0,0.03937835203586754
926.0,0.03938234646995482
927.0,0.039386117668170455
928.0,0.03938965995907305
929.0,0.03939296818976997
930.0,0.03939603773314688
931.0,0.039398864494015536
932.0,0.03940144491416035
933.0,0.039403775976266486
934.0,0.0394058552067149
935.0,0.039407680677231875
936.0,0.03940925100538358
937.0,0.0394105653539089
938.0,0.03941162342888652
939.0,0.039412425476735916
940.0,0.03941297228005413
941.0,0.03941326515229452
942.0,0.03941330593129614
943.0,0.039413096971676255
944.0,0.03941264113610178
945.0,0.039411941785458794
946.0,0.03941100276794285
947.0,0.039409828407096045
948.0,0.039408423488820225
949.0,0.03940679324739914
950.0,0.03940494335056512
951.0,0.03940287988364971
952.0,0.039400609332859764
953.0,0.039398138567724166
954.0,0.03939547482275853
955.0,0.039392625678397825
956.0,0.039389599041249466
957.0,0.03938640312372114
958.0,0.03938304642307993
959.0,0.03937953770000068
960.0,0.0393758859566632
961.0,0.039372100414459106
962.0,0.03936819049136987
963.0,0.03936416577907873
964.0,0.03936003601987917
965.0,0.039355811083443146
966.0,0.039351500943512155
967.0,0.03934711565457387
968.0,0.03934266532858655
969.0,0.039338160111812605
970.0,0.0393336101618218
971.0,0.039329025624723124
972.0,0.039324416612683065
973.0,0.03931979318178617
974.0,0.03931516531029212
975.0,0.03931054287734122
976.0,0.03930593564215823
977.0,0.03930135322380191
978.0,0.03929680508150526
979.0,0.03929230049564861
980.0,0.039287848549405306
981.0,0.03928345811109653
982.0,0.03927913781728912
983.0,0.03927489605666716
984.0,0.03927074095470543
985.0,0.039266680359169186
986.0,0.03926272182646226
987.0,0.039258872608842366
988.0,0.039255139642518935
989.0,0.03925152953664687
990.0,0.039248048563225585
991.0,0.039244702647910606
992.0,0.03924149736174197
993.0,0.03923843791379086
994.0,0.03923552914472349
995.0,0.03923277552127863
996.0,0.03923018113165287
997.0,0.039227749681785266
998.0,0.03922548449253111
999.0,0.03922338849771224
1000.0,0.03922146424302974
