Wavelength_nm,zone_label,R_front,T_front,R_stack,R_total
672.0,Zone 2,0.04193131469631514,0.9580686853036848,0.057234290519544206,0.09459280124096642
673.0,Zone 2,0.04193131469631514,0.9580686853036848,0.056376632641544175,0.09380179710175642
674.0,Zone 2,0.04193131469631514,0.9580686853036848,0.05553363086036378,0.09302436561886479
675.0,Zone 2,0.04193131469631514,0.9580686853036848,0.05418675557295606,0.0917823671952332
676.0,Zone 2,0.04193131469631514,0.9580686853036848,0.05256152807444231,0.09028387813928589
677.0,Zone 2,0.04193131469631514,0.9580686853036848,0.05128323742232753,0.08910541491354654
678.0,Zone 2,0.04193131469631514,0.9580686853036848,0.050242157072747956,0.08814573071789211
679.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04887804058607029,0.08688839382376676
680.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04741006483970903,0.08553548851166047
681.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04634690707869063,0.08455577285142113
682.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04544890793762643,0.08372832149146814
683.0,Zone 2,0.04193131469631514,0.9580686853036848,0.044470892947283416,0.08282721143637214
684.0,Zone 2,0.04193131469631514,0.9580686853036848,0.043663964816632886,0.08208379079610331
685.0,Zone 2,0.04193131469631514,0.9580686853036848,0.042950572638575296,0.08142658654295676
686.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04187094477197643,0.08043206682686257
687.0,Zone 2,0.04193131469631514,0.9580686853036848,0.040565440050069373,0.0792295968332288
688.0,Zone 2,0.04193131469631514,0.9580686853036848,0.03969497874630126,0.07842790847530254
689.0,Zone 2,0.04193131469631514,0.9580686853036848,0.039383309452535334,0.07814087763596195
690.0,Zone 2,0.04193131469631514,0.9580686853036848,0.03896881872055096,0.07775916536400392
691.0,Zone 2,0.04193131469631514,0.9580686853036848,0.03810208108479039,0.07696101340542391
692.0,Zone 2,0.04193131469631514,0.9580686853036848,0.037284295824152464,0.07620799345546345
693.0,Zone 2,0.04193131469631514,0.9580686853036848,0.03702166443552099,0.07596617239163075
694.0,Zone 2,0.04193131469631514,0.9580686853036848,0.03705842740758738,0.07600002202678907
695.0,Zone 2,0.04193131469631514,0.9580686853036848,0.03697561239024575,0.07592376995728772
696.0,Zone 2,0.04193131469631514,0.9580686853036848,0.036803287806840404,0.07576510350115662
697.0,Zone 2,0.04193131469631514,0.9580686853036848,0.03674199566104931,0.07570866981098082
698.0,Zone 2,0.04193131469631514,0.9580686853036848,0.036831650598954574,0.07579121815301973
699.0,Zone 2,0.04193131469631514,0.9580686853036848,0.037036336377531315,0.07597968162103856
700.0,Zone 2,0.04193131469631514,0.9580686853036848,0.037365089486856365,0.07628238628168287
701.0,Zone 2,0.04193131469631514,0.9580686853036848,0.037771501891986636,0.07665660852951516
702.0,Zone 2,0.04193131469631514,0.9580686853036848,0.03810684787970332,0.07696540284094175
703.0,Zone 2,0.04193131469631514,0.9580686853036848,0.03842255207663489,0.07725611848784145
704.0,Zone 2,0.04193131469631514,0.9580686853036848,0.03910363416052201,0.07788331796727513
705.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04025281198462202,0.0789416619742411
706.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04134203946651526,0.0799448885769908
707.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04195315914047882,0.08050779698104701
708.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04245502437931058,0.0809700916515593
709.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04334216982832159,0.08178733602632818
710.0,Zone 2,0.04193131469631514,0.9580686853036848,0.0445086889826875,0.0828620340542585
711.0,Zone 2,0.04193131469631514,0.9580686853036848,0.045643567164616726,0.08390768277960782
712.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04672902757072566,0.08490789248229252
713.0,Zone 2,0.04193131469631514,0.9580686853036848,0.0478737811323397,0.08596283737336274
714.0,Zone 2,0.04193131469631514,0.9580686853036848,0.04909467565940797,0.08708806162344701
715.0,Zone 2,0.04193131469631514,0.9580686853036848,0.05033429922506072,0.08823066541229588
716.0,Zone 2,0.04193131469631514,0.9580686853036848,0.051502827409502364,0.08930784713148243
