Wavelength_nm,R_front,T_front,R_stack,R_total,d_PVK_bulk_nm,ensemble_id,d_BEMA_front_nm,Delta_R_stack_vs_pristine,Delta_R_total_vs_pristine
612.0,0.04193131469631514,0.9580686853036848,0.07711243844291539,0.11294209117798257,700.0,nominal,0.0,0.0,0.0
613.0,0.04193131469631514,0.9580686853036848,0.07688151421084996,0.11272875149352898,700.0,nominal,0.0,0.0,0.0
614.0,0.04193131469631514,0.9580686853036848,0.07643312343962988,0.11231451687117554,700.0,nominal,0.0,0.0,0.0
615.0,0.04193131469631514,0.9580686853036848,0.07596645605494719,0.11188341445037185,700.0,nominal,0.0,0.0,0.0
616.0,0.04193131469631514,0.9580686853036848,0.07571923999766092,0.11165504571525661,700.0,nominal,0.0,0.0,0.0
617.0,0.04193131469631514,0.9580686853036848,0.07566589876720685,0.11160577175039686,700.0,nominal,0.0,0.0,0.0
618.0,0.04193131469631514,0.9580686853036848,0.07562588515092601,0.11156880931508611,700.0,nominal,0.0,0.0,0.0
619.0,0.04193131469631514,0.9580686853036848,0.07546550146753722,0.11142065670852194,700.0,nominal,0.0,0.0,0.0
620.0,0.04193131469631514,0.9580686853036848,0.07516476484325141,0.11114286005473624,700.0,nominal,0.0,0.0,0.0
621.0,0.04193131469631514,0.9580686853036848,0.0748368894274585,0.11084000274489295,700.0,nominal,0.0,0.0,0.0
622.0,0.04193131469631514,0.9580686853036848,0.07461080280302619,0.1106311722315765,700.0,nominal,0.0,0.0,0.0
623.0,0.04193131469631514,0.9580686853036848,0.07448485167983529,0.11051483607813356,700.0,nominal,0.0,0.0,0.0
624.0,0.04193131469631514,0.9580686853036848,0.07436229106155615,0.11040163278552748,700.0,nominal,0.0,0.0,0.0
625.0,0.04193131469631514,0.9580686853036848,0.07420820334289473,0.11025931109712203,700.0,nominal,0.0,0.0,0.0
626.0,0.04193131469631514,0.9580686853036848,0.074080240564727,0.11014112086923333,700.0,nominal,0.0,0.0,0.0
