interface_type,d_air_nm,wavelength_nm,reflectance,delta_r
front,0.0,830,0.6587308526902554,0.0
front,0.0,831,0.6656543604591778,0.0
front,0.0,832,0.6727193550250319,0.0
front,0.0,833,0.6799056072590738,0.0
front,0.0,834,0.6871934584356679,0.0
front,0.0,835,0.6945638945894888,0.0
front,0.0,836,0.7019986092003677,0.0
front,0.0,837,0.7094800555201094,0.0
front,0.0,838,0.716991487609336,0.0
front,0.0,839,0.7245169917379247,0.0
front,0.0,840,0.7320415091606887,0.0
front,0.0,841,0.7395508387032571,0.0
front,0.0,842,0.7470316142250576,0.0
front,0.0,843,0.7544713319038296,0.0
front,0.0,844,0.7618583551491159,0.0
front,0.0,845,0.7691818990190101,0.0
front,0.0,846,0.7764320135260074,0.0
front,0.0,847,0.7835995609543469,0.0
front,0.0,848,0.7906761907941767,0.0
front,0.0,849,0.7976543106801167,0.0
front,0.0,850,0.8045270560262894,0.0
front,0.0,851,0.8112882593503706,0.0
front,0.0,852,0.8179324216449637,0.0
front,0.0,853,0.8244546729560835,0.0
front,0.0,854,0.8308507364521687,0.0
front,0.0,855,0.8371168934312591,0.0
front,0.0,856,0.8432499494198247,0.0
front,0.0,857,0.8492471999648002,0.0
front,0.0,858,0.8551063977637213,0.0
front,0.0,859,0.8608257198810478,0.0
front,0.0,860,0.8664037369332901,0.0
front,0.0,861,0.8718393854890589,0.0
front,0.0,862,0.8771319437382804,0.0
front,0.0,863,0.8822809995228054,0.0
front,0.0,864,0.8872864197239131,0.0
front,0.0,865,0.8921483267290371,0.0
front,0.0,866,0.8968670750691045,0.0
front,0.0,867,0.9014432280647331,0.0
front,0.0,868,0.9058775379777699,0.0
front,0.0,869,0.9101709261631008,0.0
front,0.0,870,0.9143244651504938,0.0
front,0.0,871,0.9183393531734618,0.0
front,0.0,872,0.9222168750020053,0.0
front,0.0,873,0.9259584131802218,0.0
front,0.0,874,0.9295654427578262,0.0
front,0.0,875,0.9330395180979435,0.0
