Photon_Energy_eV,Wavelength_nm,Epsilon1,Epsilon2,n,k
0.766072,1618.4405434476132,5.501835,0.032794,2.3456094873594915,0.006990507195845878
0.764444,1621.8872592367784,5.434006,-0.092019,2.331179000543694,0.019736579640286096
0.762824,1625.3316413746813,5.459411,-0.001317,2.336538268341985,0.0002818271842318744
0.761211,1628.7757060788663,5.469284,0.010638,2.338651143894827,0.00227438795818174
0.759604,1632.2215048893897,5.55644,0.102863,2.357311184227774,0.021817866196081746
0.758004,1635.6668091461258,5.480069,-0.042443,2.3409722721053665,0.009065250474299593
0.756411,1639.1115200598617,5.423576,-0.080697,2.32892167206494,0.01732497081545044
0.754825,1642.5555380386181,5.589554,0.164479,2.3644795904619773,0.03478122641943498
0.753246,1645.9987626884179,5.476253,0.053751,2.34016770600077,0.011484433329752335
0.751673,1649.4432871740769,5.590577,0.150456,2.364654118646638,0.03181353222307765
0.750107,1652.8868334784238,5.427486,-0.101628,2.3297986386251446,0.021810468577655746
0.748547,1656.331511581771,5.53836,0.148318,2.353582974074041,0.031508980485033984
0.746994,1659.7750236280342,5.657848,0.198665,2.378989575945411,0.04175407114195707
0.745447,1663.2194964900254,5.468188,-0.019864,2.338419560230468,0.004247313086533508
0.743907,1666.662612396442,5.503419,0.10274,2.3460388862840147,0.0218964827481451
0.742373,1670.1065151884566,5.533844,0.073477,2.3524642168521104,0.015617028194012311
0.740846,1673.548867105984,5.447865,-0.01972,2.3340700172426474,0.004224380557188584
0.739325,1676.9918290332396,5.484977,0.069919,2.342050343543033,0.014926878107629021
0.73781,1680.4353207465335,5.459083,0.211768,2.3369073466399564,0.045309455743824736
0.736301,1683.8792613346986,5.517398,0.108693,2.3490281527420747,0.02313573804406947
0.734799,1687.3212728923147,5.41726,0.098431,2.327596847207441,0.02114434037795298
